Sun Jan 04 12:22:15 2015    profile_out1.txt

         1868107 function calls (1860775 primitive calls) in 20.882 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 _urllib2_fork.py:163(__getattr__)
        1    0.000    0.000    0.000    0.000 sgmllib.py:461(TestSGMLParser)
        1    0.000    0.000    0.000    0.000 __init__.py:28(__init__)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:128(HTMLParserTreeBuilder)
        1    0.000    0.000    0.000    0.000 threading.py:98(_RLock)
        2    0.000    0.000    0.000    0.000 __init__.py:390(__init__)
        1    0.000    0.000    0.000    0.000 poolmanager.py:35(PoolManager)
        1    0.000    0.000    0.000    0.000 contextlib.py:132(closing)
        1    0.000    0.000    0.000    0.000 Queue.py:212(PriorityQueue)
        1    0.000    0.000    0.000    0.000 __init__.py:805(StreamHandler)
        1    0.000    0.000    0.000    0.000 ascii.py:28(StreamWriter)
        1    0.000    0.000    0.000    0.000 _base.py:23(Node)
        1    0.000    0.000    0.000    0.000 html5parser.py:2460(AfterBodyPhase)
        1    0.000    0.000    0.000    0.000 smtplib.py:739(SMTP_SSL)
        1    0.000    0.000    0.000    0.000 _MozillaCookieJar.py:8(MozillaCookieJar)
        1    0.000    0.000    0.000    0.000 html5parser.py:2130(InCellPhase)
        1    0.000    0.000    0.000    0.000 _form.py:1276(FileControl)
        2    0.000    0.000    0.000    0.000 html5parser.py:1643(clearStackToTableContext)
        2    0.000    0.000    0.000    0.000 Cell.py:22(__init__)
        1    0.000    0.000    0.000    0.000 ExcelFormulaLexer.py:76(Lexer)
        1    0.000    0.000    0.000    0.000 html5parser.py:647(BeforeHeadPhase)
        1    0.000    0.000    0.000    0.000 antlr.py:2635(ASTFactory)
        1    0.000    0.000    0.000    0.000 calendar.py:255(TextCalendar)
        1    0.000    0.000    0.000    0.000 urllib2.py:298(OpenerDirector)
        1    0.000    0.000    0.000    0.000 antlr.py:1002(TokenStreamHiddenTokenFilter)
        2    0.000    0.000    0.000    0.000 _urllib2_fork.py:227(has_proxy)
        1    0.000    0.000    0.000    0.000 html5parser.py:483(InitialPhase)
        1    0.000    0.000    0.000    0.000 _collections.py:107(HTTPHeaderDict)
        1    0.000    0.000    0.000    0.000 smtplib.py:769(LMTP)
        1    0.000    0.000    0.000    0.000 xmlreader.py:91(IncrementalParser)
        1    0.000    0.000    0.000    0.000 case.py:94(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 columns.py:3(ColumnHandler)
        1    0.000    0.000    0.000    0.000 antlr.py:1698(TokenBuffer)
        1    0.000    0.000    0.000    0.000 _beautifulsoup.py:54(NullType)
        1    0.000    0.000    0.000    0.000 _mechanize.py:35(History)
        1    0.000    0.000    0.000    0.000 calendar.py:372(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 auth.py:31(AuthBase)
        2    0.000    0.000    0.000    0.000 {_sqlite3.register_adapter}
        1    0.000    0.000    0.000    0.000 CompoundDoc.py:27(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1669(_get_positional_actions)
        1    0.000    0.000    0.000    0.000 connection.py:132(VerifiedHTTPSConnection)
        1    0.000    0.000    0.000    0.000 pprint.py:81(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 antlr.py:921(TokenStreamSelector)
        1    0.000    0.000    0.000    0.000 __init__.py:49(Bcpao_db)
        1    0.000    0.000    0.000    0.000 _urllib2_fork.py:700(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 _strptime.py:31(LocaleTime)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:452(AddressList)
        1    0.000    0.000    0.000    0.000 smtplib.py:165(SSLFakeFile)
        1    0.000    0.000    0.000    0.000 html5parser.py:2639(AfterAfterFramesetPhase)
        1    0.000    0.000    0.000    0.000 connectionpool.py:578(HTTPSConnectionPool)
        1    0.000    0.000    0.000    0.000 FilterCountId.py:9(FilterCountId)
        2    0.000    0.000    0.000    0.000 xl_builder.py:85(try_get)
        1    0.000    0.000    0.000    0.000 netrc.py:22(netrc)
        1    0.000    0.000    0.000    0.000 six.py:155(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 random.py:797(SystemRandom)
        1    0.000    0.000    0.000    0.000 _response.py:310(closeable_response)
        1    0.000    0.000    0.000    0.000 connection.py:57(HTTPConnection)
        1    0.000    0.000    0.000    0.000 _html5lib.py:97(AttrList)
        1    0.000    0.000    0.000    0.000 html5parser.py:2601(AfterAfterBodyPhase)
        1    0.000    0.000    0.000    0.000 _form.py:1493(Item)
        1    0.000    0.000    0.000    0.000 urllib2.py:1391(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 cfm.py:9(get_url)
        2    0.000    0.000    0.000    0.000 sre_parse.py:85(checkgroup)
        1    0.000    0.000    0.000    0.000 _form.py:1384(IsindexControl)
        2    0.000    0.000    0.000    0.000 __init__.py:1665(createLock)
        1    0.000    0.000    0.000    0.000 _clientcookie.py:435(CookiePolicy)
        1    0.000    0.000    0.000    0.000 six.py:130(MovedAttribute)
        1    0.000    0.000    0.000    0.000 antlr.py:215(MismatchedCharException)
        1    0.000    0.000    0.000    0.000 xl_builder.py:389(ZipsSheetBuilder)
        1    0.000    0.000    0.000    0.000 _form.py:1178(ScalarControl)
        1    0.000    0.000    0.000    0.000 _urllib2_fork.py:479(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 csv.py:26(Dialect)
        1    0.000    0.000    0.000    0.000 html5parser.py:2564(AfterFramesetPhase)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:1313(PanesRecord)
        1    0.000    0.000    0.000    0.000 antlr.py:1084(StringBuffer)
        1    0.000    0.000    0.000    0.000 {sys.exit}
        1    0.000    0.000    0.000    0.000 poolmanager.py:174(ProxyManager)
        1    0.000    0.000    0.000    0.000 runner.py:119(TextTestRunner)
        1    0.000    0.000    0.000    0.000 response.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _urllib2_fork.py:260(OpenerDirector)
        1    0.000    0.000    0.000    0.000 {_ctypes.set_conversion_mode}
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:206(Biff8BOFRecord)
        1    0.000    0.000    0.000    0.000 html5parser.py:2306(InSelectInTablePhase)
        1    0.000    0.000    0.000    0.000 html5parser.py:612(BeforeHtmlPhase)
        2    0.000    0.000    0.000    0.000 _urllib2_fork.py:1034(__init__)
        1    0.000    0.000    0.000    0.000 cookielib.py:805(CookiePolicy)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:434(RefreshAllRecord)
        1    0.000    0.000    0.000    0.000 _msiecookiejar.py:300(MSIECookieJar)
        1    0.000    0.000    0.000    0.000 {imp.get_suffixes}
        1    0.000    0.000    0.000    0.000 columns.py:67(Avg1000ColumnHandler)
        1    0.000    0.000    0.000    0.000 _exceptions.py:9(SAXException)
        1    0.000    0.000    0.000    0.000 html5parser.py:1584(TextPhase)
        1    0.000    0.000    0.000    0.000 httplib.py:1239(LineAndFileWrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:872(FileHandler)
        1    0.000    0.000    0.000    0.000 xmlreader.py:341(AttributesNSImpl)
        1    0.000    0.000    0.000    0.000 __init__.py:7(Cfm)
        1    0.000    0.000    0.000    0.000 threading.py:298(_Semaphore)
        1    0.000    0.000    0.000    0.000 _http.py:180(HTTPEquivProcessor)
        1    0.000    0.000    0.000    0.000 _http.py:100(XHTMLCompatibleHeadParser)
        1    0.000    0.000    0.000    0.000 structures.py:111(LookupDict)
        1    0.000    0.000    0.000    0.000 _lxml.py:213(LXMLTreeBuilder)
        1    0.000    0.000    0.000    0.000 {math.sqrt}
        1    0.000    0.000    0.000    0.000 urllib2.py:521(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 case.py:30(_ExpectedFailure)
        1    0.000    0.000    0.000    0.000 antlr.py:892(TokenStream)
        1    0.000    0.000    0.000    0.000 _base.py:6(Trie)
        1    0.000    0.000    0.000    0.000 __init__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 urllib2.py:149(HTTPError)
        1    0.000    0.000    0.000    0.000 Worksheet.py:339(set_selected)
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 connection.py:110(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 _lwpcookiejar.py:61(LWPCookieJar)
        1    0.000    0.000    0.000    0.000 rfc822.py:770(AddressList)
        1    0.000    0.000    0.000    0.000 _sgmllib_copy.py:467(TestSGMLParser)
        1    0.000    0.000    0.000    0.000 _form.py:767(_AbstractBSFormParser)
        1    0.000    0.000    0.000    0.000 _urllib2_fork.py:1174(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 threading.py:361(_Event)
        1    0.000    0.000    0.000    0.000 BeautifulSoup.py:1675(BeautifulSOAP)
        1    0.000    0.000    0.000    0.000 antlr.py:601(CommonToken)
        1    0.000    0.000    0.000    0.000 cgi.py:328(MiniFieldStorage)
        1    0.000    0.000    0.000    0.000 xl_builder.py:421(CheapSheetBuilder)
        1    0.000    0.000    0.000    0.000 latin_1.py:13(Codec)
        2    0.000    0.000    0.000    0.000 calendar.py:71(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:569(Filterer)
        1    0.000    0.000    0.000    0.000 columns.py:12(ClassicMapColumnHandler)
        2    0.000    0.000    0.000    0.000 urllib2.py:1078(__init__)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 xl3.py:50(DataSet)
        1    0.000    0.000    0.000    0.000 zipfile.py:254(ZipInfo)
        1    0.000    0.000    0.000    0.000 antlr.py:2027(LLkParser)
        1    0.000    0.000    0.000    0.000 urllib2.py:730(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 Formatting.py:189(Borders)
        1    0.000    0.000    0.000    0.000 antlr.py:704(Queue)
        1    0.000    0.000    0.000    0.000 numbers.py:13(Number)
        1    0.000    0.000    0.000    0.000 __init__.py:74(LazyImporter)
        1    0.000    0.000    0.000    0.000 decoder.py:268(JSONDecoder)
        1    0.000    0.000    0.000    0.000 decimal.py:3720(_ContextManager)
        2    0.000    0.000    0.000    0.000 calendar.py:50(<lambda>)
        1    0.000    0.000    0.000    0.000 auth.py:56(HTTPDigestAuth)
        1    0.000    0.000    0.000    0.000 _form.py:1024(Label)
        1    0.000    0.000    0.000    0.000 _http.py:333(HTTPRefererProcessor)
        1    0.000    0.000    0.000    0.000 __init__.py:1649(NullHandler)
        1    0.000    0.000    0.000    0.000 BeautifulSoup.py:486(CData)
        1    0.000    0.000    0.000    0.000 utils.py:15(MethodDispatcher)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.000    0.000 columns.py:25(Avg250ColumnHandler)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1347(TreeBuilder)
        1    0.000    0.000    0.000    0.000 ElementTree.py:104(_SimpleElementPath)
        1    0.000    0.000    0.000    0.000 threading.py:711(_Timer)
        1    0.000    0.000    0.000    0.000 _request.py:20(Request)
        2    0.000    0.000    0.000    0.000 {cmp}
        1    0.000    0.000    0.000    0.000 antlr.py:681(CommonHiddenStreamToken)
        1    0.000    0.000    0.000    0.000 __init__.py:37(Bcpao)
        1    0.000    0.000    0.000    0.000 httplib.py:1123(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 __init__.py:490(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 _http.py:219(MechanizeRobotFileParser)
        1    0.000    0.000    0.000    0.000 models.py:181(Request)
        1    0.000    0.000    0.000    0.000 columns.py:53(Avg750ColumnHandler)
        1    0.000    0.000    0.000    0.000 csv.py:162(Sniffer)
        1    0.000    0.000    0.000    0.000 sessions.py:88(SessionRedirectMixin)
        1    0.000    0.000    0.000    0.000 columns.py:39(Avg500ColumnHandler)
        1    0.000    0.000    0.000    0.000 <string>:14(CommentProxy)
        1    0.000    0.000    0.000    0.000 handler.py:223(EntityResolver)
        1    0.000    0.000    0.000    0.000 __init__.py:4(Fetcher)
        1    0.000    0.000    0.000    0.000 suite.py:282(_DebugResult)
        1    0.000    0.000    0.000    0.000 __init__.py:95(__init__)
        1    0.000    0.000    0.000    0.000 _form.py:750(FormParser)
        1    0.000    0.000    0.000    0.000 _html.py:124(LinksFactory)
        1    0.000    0.000    0.000    0.000 xmlreader.py:163(Locator)
        1    0.000    0.000    0.000    0.000 cp437.py:9(Codec)
        1    0.000    0.000    0.000    0.000 io.py:78(IOBase)
        1    0.000    0.000    0.000    0.000 _urllib2_fork.py:1370(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 antlr.py:2604(ASTPair)
        1    0.000    0.000    0.000    0.000 smtplib.py:102(SMTPRecipientsRefused)
        1    0.000    0.000    0.000    0.000 _urllib2_fork.py:415(BaseHandler)
        1    0.000    0.000    0.000    0.000 argparse.py:1149(__init__)
        1    0.000    0.000    0.000    0.000 _http.py:396(HTTPRefreshProcessor)
        1    0.000    0.000    0.000    0.000 __init__.py:159(py_object)
        1    0.000    0.000    0.000    0.000 robotparser.py:156(RuleLine)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:168(BiffRecord)
        1    0.000    0.000    0.000    0.000 tokenize.py:178(Untokenizer)
        1    0.000    0.000    0.000    0.000 element.py:42(CharsetMetaAttributeValue)
        1    0.000    0.000    0.000    0.000 BeautifulSoup.py:502(Declaration)
        1    0.000    0.000    0.000    0.000 _urllib2_fork.py:1157(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 _mozillacookiejar.py:19(MozillaCookieJar)
        1    0.000    0.000    0.000    0.000 BeautifulSoup.py:1009(ResultSet)
        1    0.000    0.000    0.000    0.000 six.py:162(__init__)
        1    0.000    0.000    0.000    0.000 utf_8.py:22(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 csv.py:123(DictWriter)
        1    0.000    0.000    0.000    0.000 threading.py:780(_DummyThread)
        1    0.000    0.000    0.000    0.000 _html.py:356(RobustLinksFactory)
        1    0.000    0.000    0.000    0.000 adapters.py:35(BaseAdapter)
        1    0.000    0.000    0.000    0.000 smtplib.py:89(SMTPSenderRefused)
        1    0.000    0.000    0.000    0.000 case.py:41(_UnexpectedSuccess)
        1    0.000    0.000    0.000    0.000 _clientcookie.py:974(MappingIterator)
        1    0.000    0.000    0.000    0.000 <string>:59(iterparse)
        1    0.000    0.000    0.000    0.000 _html.py:194(FormsFactory)
        1    0.000    0.000    0.000    0.000 __init__.py:230(LogRecord)
        1    0.000    0.000    0.000    0.000 urllib.py:969(addinfourl)
        1    0.000    0.000    0.000    0.000 __init__.py:30(Legal)
        1    0.000    0.000    0.000    0.000 BeautifulSoup.py:1623(StopParsing)
        1    0.000    0.000    0.000    0.000 _html.py:77(Args)
        1    0.000    0.000    0.000    0.000 _exceptions.py:46(SAXParseException)
        1    0.000    0.000    0.000    0.000 bcpao.py:31(get_bcpao_query_url_by_acct)
        1    0.000    0.000    0.000    0.000 argparse.py:111(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 idna.py:146(Codec)
        1    0.000    0.000    0.000    0.000 _response.py:292(eoffile)
        1    0.000    0.000    0.000    0.000 BeautifulSoup.py:498(Comment)
        1    0.000    0.000    0.000    0.000 Cell.py:6(StrCell)
        1    0.000    0.000    0.000    0.000 cgi.py:857(FormContent)
        1    0.000    0.000    0.000    0.000 __init__.py:26(TreeBuilderRegistry)
        1    0.000    0.000    0.000    0.000 calendar.py:21(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 httplib.py:215(HTTPMessage)
        1    0.000    0.000    0.000    0.000 argparse.py:1142(Namespace)
        1    0.000    0.000    0.000    0.000 smtplib.py:75(SMTPResponseException)
        1    0.000    0.000    0.000    0.000 __future__.py:74(_Feature)
        1    0.000    0.000    0.000    0.000 _html.py:242(TitleFactory)
        1    0.000    0.000    0.000    0.000 __init__.py:376(PyDLL)
        1    0.000    0.000    0.000    0.000 __init__.py:7(FilterByDates)
        1    0.000    0.000    0.000    0.000 urllib2.py:1198(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 csv.py:57(excel)
        1    0.000    0.000    0.000    0.000 _form.py:2361(ImageControl)
        1    0.000    0.000    0.000    0.000 case.py:21(SkipTest)
        1    0.000    0.000    0.000    0.000 _response.py:254(response_seek_wrapper)
        1    0.000    0.000    0.000    0.000 _useragent.py:346(UserAgent)
        1    0.000    0.000    0.000    0.000 _gzip.py:70(stupid_gzip_wrapper)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:362(PasswordRecord)
        1    0.000    0.000    0.000    0.000 FilterMax.py:3(FilterMax)
        1    0.000    0.000    0.000    0.000 Cookie.py:705(SmartCookie)
        1    0.000    0.000    0.000    0.000 BeautifulSoup.py:491(ProcessingInstruction)
        2    0.000    0.000    0.000    0.000 Workbook.py:601(__ext_sst_rec)
        1    0.000    0.000    0.000    0.000 <string>:1(error)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 httplib.py:1203(IncompleteRead)
        1    0.000    0.000    0.000    0.000 Bitmap.py:107(ObjBmpRecord)
        1    0.000    0.000    0.000    0.000 _form.py:1454(IgnoreControl)
        1    0.000    0.000    0.000    0.000 jac_core.py:27(Jac)
        1    0.000    0.000    0.000    0.000 exceptions.py:13(RequestException)
        1    0.000    0.000    0.000    0.000 robotparser.py:173(Entry)
        1    0.000    0.000    0.000    0.000 _auth.py:16(HTTPProxyPasswordMgr)
        1    0.000    0.000    0.000    0.000 FilterCancelled.py:8(FilterCancelled)
        1    0.000    0.000    0.000    0.000 models.py:157(RequestHooksMixin)
        1    0.000    0.000    0.000    0.000 _form.py:2156(RadioControl)
        1    0.000    0.000    0.000    0.000 argparse.py:860(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 inputstream.py:559(__init__)
        1    0.000    0.000    0.000    0.000 ElementTree.py:580(QName)
        1    0.000    0.000    0.000    0.000 element.py:723(Doctype)
        1    0.000    0.000    0.000    0.000 six.py:56(X)
        1    0.000    0.000    0.000    0.000 _urllib2_fork.py:653(ProxyHandler)
        1    0.000    0.000    0.000    0.000 HTMLParser.py:49(HTMLParseError)
        1    0.000    0.000    0.000    0.000 cgi.py:795(SvFormContentDict)
        1    0.000    0.000    0.000    0.000 argparse.py:711(Action)
        1    0.000    0.000    0.000    0.000 ascii.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 Cell.py:44(NumberCell)
        1    0.000    0.000    0.000    0.000 __init__.py:984(__init__)
        1    0.000    0.000    0.000    0.000 response.py:21(DeflateDecoder)
        2    0.000    0.000    0.000    0.000 calendar.py:52(__init__)
        1    0.000    0.000    0.000    0.000 _urllib2_fork.py:1002(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 threading.py:56(_Verbose)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:2353(ExternSheetRecord)
        1    0.000    0.000    0.000    0.000 netrc.py:10(NetrcParseError)
        1    0.000    0.000    0.000    0.000 threading.py:346(_BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:262(WriteAccessRecord)
        1    0.000    0.000    0.000    0.000 multipart.py:13(MIMEMultipart)
        1    0.000    0.000    0.000    0.000 six.py:115(_LazyModule)
        1    0.000    0.000    0.000    0.000 Cell.py:155(FormulaCell)
        1    0.000    0.000    0.000    0.000 handler.py:22(ErrorHandler)
        1    0.000    0.000    0.000    0.000 _html.py:430(RobustTitleFactory)
        1    0.000    0.000    0.000    0.000 decimal.py:5627(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:10(get_name)
        1    0.000    0.000    0.000    0.000 _html.py:579(DefaultFactory)
        1    0.000    0.000    0.000    0.000 __init__.py:532(Filter)
        1    0.000    0.000    0.000    0.000 auth.py:38(HTTPBasicAuth)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:1835(GridSetRecord)
        1    0.000    0.000    0.000    0.000 inspect.py:630(BlockFinder)
        1    0.000    0.000    0.000    0.000 {_elementtree.Element}
        1    0.000    0.000    0.000    0.000 argparse.py:1099(FileType)
        1    0.000    0.000    0.000    0.000 contextlib.py:149(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:416(LibraryLoader)
        1    0.000    0.000    0.000    0.000 argparse.py:1495(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 _form.py:2208(SelectControl)
        1    0.000    0.000    0.000    0.000 _exceptions.py:105(SAXNotRecognizedException)
        1    0.000    0.000    0.000    0.000 _html.py:601(RobustFactory)
        1    0.000    0.000    0.000    0.000 errors.py:17(HeaderParseError)
        1    0.000    0.000    0.000    0.000 urllib2.py:136(URLError)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:1240(Window2Record)
        1    0.000    0.000    0.000    0.000 threading.py:740(_MainThread)
        1    0.000    0.000    0.000    0.000 <string>:94(PIProxy)
        1    0.000    0.000    0.000    0.000 smtplib.py:64(SMTPException)
        1    0.000    0.000    0.000    0.000 utf_8.py:18(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 _html.py:105(Link)
        1    0.000    0.000    0.000    0.000 <string>:11(com_error)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:2287(NameRecord)
        1    0.000    0.000    0.000    0.000 _form.py:2189(CheckboxControl)
        1    0.000    0.000    0.000    0.000 zipfile.py:1263(PyZipFile)
        1    0.000    0.000    0.000    0.000 _html.py:67(ResponseTypeFinder)
        1    0.000    0.000    0.000    0.000 six.py:94(MovedModule)
        1    0.000    0.000    0.000    0.000 decimal.py:161(DecimalException)
        1    0.000    0.000    0.000    0.000 hex_codec.py:45(Codec)
        1    0.000    0.000    0.000    0.000 antlr.py:109(ANTLRException)
        1    0.000    0.000    0.000    0.000 _urllib2_fork.py:1148(HTTPSConnectionFactory)
        1    0.000    0.000    0.000    0.000 six.py:704(metaclass)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1198(_IterParseIterator)
        1    0.000    0.000    0.000    0.000 _html.py:418(RobustFormsFactory)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:1576(FormulaRecord)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:1458(MergedCellsRecord)
        1    0.000    0.000    0.000    0.000 __init__.py:243(c_char_p)
        1    0.000    0.000    0.000    0.000 smtplib.py:67(SMTPServerDisconnected)
        1    0.000    0.000    0.000    0.000 six.py:53(X)
        1    0.000    0.000    0.000    0.000 urllib.py:107(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 Cookie.py:665(SimpleCookie)
        1    0.000    0.000    0.000    0.000 _urllib2_fork.py:1139(HTTPHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1076(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:1396(RowRecord)
        1    0.000    0.000    0.000    0.000 _urllib2_fork.py:1256(FileHandler)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:311(WindowProtectRecord)
        1    0.000    0.000    0.000    0.000 _html.py:47(EncodingFinder)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:323(ObjectProtectRecord)
        1    0.000    0.000    0.000    0.000 argparse.py:802(_StoreAction)
        1    0.000    0.000    0.000    0.000 Queue.py:13(Empty)
        1    0.000    0.000    0.000    0.000 argparse.py:1462(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:1852(DefaultRowHeightRecord)
        1    0.000    0.000    0.000    0.000 antlr.py:975(TokenStreamBasicFilter)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:278(DSFRecord)
        1    0.000    0.000    0.000    0.000 _form.py:356(ParseError)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:1892(HorizontalPageBreaksRecord)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:1086(BoundSheetRecord)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:1875(DefColWidthRecord)
        1    0.000    0.000    0.000    0.000 constants.py:3099(DataLossWarning)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:795(XFRecord)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:1783(SaveRecalcRecord)
        1    0.000    0.000    0.000    0.000 _html.py:29(CachingGeneratorFunction)
        1    0.000    0.000    0.000    0.000 _gzip.py:66(stupid_gzip_consumer)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:1217(DimensionsRecord)
        1    0.000    0.000    0.000    0.000 __init__.py:932(PlaceHolder)
        1    0.000    0.000    0.000    0.000 inputstream.py:835(ContentAttrParser)
        1    0.000    0.000    0.000    0.000 BeautifulSoup.py:1722(SimplifyingSOAPParser)
        1    0.000    0.000    0.000    0.000 smtplib.py:118(SMTPConnectError)
        1    0.000    0.000    0.000    0.000 _mechanize.py:63(HTTPRefererProcessor)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:562(CodepageBiff8Record)
        1    0.000    0.000    0.000    0.000 antlr.py:146(NoViableAltException)
        1    0.000    0.000    0.000    0.000 text.py:14(MIMEText)
        1    0.000    0.000    0.000    0.000 smtplib.py:124(SMTPAuthenticationError)
        1    0.000    0.000    0.000    0.000 element.py:1606(ResultSet)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:2121(SetupPageRecord)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:653(FontRecord)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:255(MMSRecord)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:349(ProtectRecord)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:491(UseSelfsRecord)
        1    0.000    0.000    0.000    0.000 _urllib2_fork.py:434(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 argparse.py:894(_AppendAction)
        1    0.000    0.000    0.000    0.000 Cell.py:31(MulBlankCell)
        1    0.000    0.000    0.000    0.000 _gzip.py:8(GzipConsumer)
        1    0.000    0.000    0.000    0.000 Cell.py:139(ErrorCell)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:1528(BlankRecord)
        1    0.000    0.000    0.000    0.000 latin_1.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 _endian.py:22(_swapped_meta)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:2057(LeftMarginRecord)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:304(FnGroupCountRecord)
        1    0.000    0.000    0.000    0.000 httplib.py:1148(HTTPS)
        1    0.000    0.000    0.000    0.000 shutil.py:30(Error)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:1945(HeaderRecord)
        1    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:392(Prot4RevRecord)
        1    0.000    0.000    0.000    0.000 sgmllib.py:44(SGMLParseError)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:1545(RKRecord)
        1    0.000    0.000    0.000    0.000 bcpao_radius.py:22(TestUM)
        1    0.000    0.000    0.000    0.000 BeautifulSoup.py:1720(RobustInsanelyWackAssHTMLParser)
        1    0.000    0.000    0.000    0.000 BeautifulSoup.py:1716(RobustHTMLParser)
        1    0.000    0.000    0.000    0.000 antlr.py:115(RecognitionException)
        1    0.000    0.000    0.000    0.000 __init__.py:384(BeautifulStoneSoup)
        1    0.000    0.000    0.000    0.000 base.py:13(MIMEBase)
        1    0.000    0.000    0.000    0.000 BeautifulSoup.py:1714(RobustXMLParser)
        1    0.000    0.000    0.000    0.000 _urllib2_fork.py:1020(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:1818(PrintGridLinesRecord)
        1    0.000    0.000    0.000    0.000 Cell.py:19(BlankCell)
